mm2	35978	0.002084607	5063.866
10	35708	0.003136552	301.981968
20	35827	0.002149217	308.986567
30	35870	0.001923613	311.410057
40	35891	0.002006074	334.044527
50	35894	0.001866607	367.103931
100	35924	0.001837212	468.070771
150	35917	0.001781886	537.672696
200	35920	0.001642539	593.718004
250	35919	0.001948829	640.623998
300	35923	0.001698076	681.850852
350	35924	0.001725866	719.826538
400	35923	0.001725914	756.231493
450	35922	0.001698124	793.161053
500	35927	0.001697887	827.038847
