mm2	35978	0.002084607	5062725469327
10	35708	0.003136552	306248308810
20	35827	0.002149217	309444501723
30	35870	0.001923613	311006505257
40	35891	0.002006074	334633797665
50	35894	0.001866607	365175509801
60	35905	0.001866035	391957784292
70	35913	0.00186562	414743289018
80	35924	0.001809375	440080428921
90	35923	0.001698076	453387859986
100	35924	0.001837212	471714402239
