ILMN2
Q	60	1071222	2746	0.002563428	1071222
Q	59	541693	1551	0.002664121	1612915
Q	56	29	1	0.002664693	1612944
Q	55	635056	1744	0.002687722	2248000
Q	53	15	1	0.002688149	2248015
Q	52	711468	2194	0.002783256	2959483
Q	48	753520	2429	0.002872607	3713003
Q	47	294	4	0.002873457	3713297
Q	45	160	3	0.002874141	3713457
Q	44	764796	2758	0.002999161	4478253
Q	43	1510	32	0.003005293	4479763
Q	42	65	2	0.003005696	4479828
Q	41	393	8	0.003007218	4480221
Q	40	724236	2915	0.003148840	5204457
Q	39	1540	32	0.003154055	5205997
Q	38	343	6	0.003154999	5206340
Q	37	1277	29	0.003159795	5207617
Q	36	642283	2887	0.003306381	5849900
Q	35	4910	87	0.003318468	5854810
Q	34	1404	38	0.003324161	5856214
Q	33	558970	3001	0.003502316	6415184
Q	32	4174	114	0.003517797	6419358
Q	31	9255	169	0.003539022	6428613
Q	30	1726	48	0.003545536	6430339
Q	29	456071	2949	0.003738958	6886410
Q	28	7238	176	0.003760563	6893648
Q	27	7290	131	0.003775574	6900938
Q	26	371708	2963	0.003990020	7272646
Q	25	3714	86	0.003999802	7276360
Q	24	11275	275	0.004031349	7287635
Q	23	303540	2991	0.004264162	7591175
Q	22	6267	192	0.004285916	7597442
Q	21	11416	291	0.004317731	7608858
Q	20	15385	322	0.004351252	7624243
Q	19	212034	2961	0.004611373	7836277
Q	18	9315	335	0.004648598	7845592
Q	17	20056	423	0.004690523	7865648
Q	16	169586	3116	0.004979320	8035234
Q	15	9447	390	0.005021952	8044681
Q	14	22571	679	0.005092069	8067252
Q	13	129919	3182	0.005399546	8197171
Q	12	10102	473	0.005450531	8207273
Q	11	26344	991	0.005553452	8233617
Q	10	109387	3630	0.005915735	8343004
Q	9	61509	1007	0.005992257	8404513
Q	8	74818	4720	0.006496031	8479331
Q	7	92889	1679	0.006621505	8572220
Q	6	16974	841	0.006706334	8589194
Q	5	76354	4867	0.007208892	8665548
Q	4	73872	4749	0.007691357	8739420
Q	3	64377	7341	0.008468959	8803797
Q	2	82550	12352	0.009780284	8886347
Q	1	119410	38488	0.013924315	9005757
Q	0	947959	824562	0.095437824	9953716
