ILMN2
Q	60	1565726	4312	0.002753994	1565726
Q	59	15	1	0.002754606	1565741
Q	58	31	2	0.002755829	1565772
Q	57	617738	1735	0.002770768	2183510
Q	54	40	2	0.002771633	2183550
Q	53	692086	2189	0.002865801	2875636
Q	52	14	3	0.002866830	2875650
Q	51	37	1	0.002867141	2875687
Q	50	735988	2452	0.002961784	3611675
Q	49	166	3	0.002962478	3611841
Q	48	249	4	0.002963381	3612090
Q	47	50	2	0.002963894	3612140
Q	46	747286	2767	0.003090544	4359426
Q	45	643	16	0.003093758	4360069
Q	44	826	23	0.003098447	4360895
Q	43	95	6	0.003099755	4360990
Q	42	707828	2931	0.003245135	5068818
Q	41	1143	31	0.003250518	5069961
Q	40	1249	37	0.003257014	5071210
Q	39	380	9	0.003258544	5071590
Q	38	634002	2921	0.003408411	5705592
Q	37	2687	69	0.003418894	5708279
Q	36	2372	51	0.003426404	5710651
Q	35	553174	3088	0.003616800	6263825
Q	34	2950	101	0.003631214	6266775
Q	33	1987	62	0.003639953	6268762
Q	32	7022	171	0.003663128	6275784
Q	31	458098	2984	0.003857062	6733882
Q	30	3045	97	0.003869717	6736927
Q	29	5344	169	0.003891715	6742271
Q	28	379391	3055	0.004113366	7121662
Q	27	2942	107	0.004126685	7124604
Q	26	7949	225	0.004153632	7132553
Q	25	5972	192	0.004177053	7138525
Q	24	306310	3000	0.004408157	7444835
Q	23	7208	279	0.004441332	7452043
Q	22	8025	263	0.004471809	7460068
Q	21	229129	3139	0.004746790	7689197
Q	20	6842	288	0.004779991	7696039
Q	19	7196	325	0.004817716	7703235
Q	18	174307	3134	0.005108954	7877542
Q	17	20765	462	0.005154016	7898307
Q	16	8993	455	0.005205696	7907300
Q	15	89284	3117	0.005537364	7996584
Q	14	56735	848	0.005603652	8053319
Q	13	8390	476	0.005656865	8061709
Q	12	72464	3483	0.006034664	8134173
Q	11	59622	1245	0.006142697	8193795
Q	10	62383	928	0.006208684	8256178
Q	9	74802	4404	0.006681567	8330980
Q	8	99951	2098	0.006851201	8430931
Q	7	19313	3512	0.007251152	8450244
Q	6	52915	1471	0.007379022	8503159
Q	5	100539	5474	0.007929032	8603698
Q	4	32037	5800	0.008571245	8635735
Q	3	116638	13006	0.009943018	8752373
Q	2	40707	15328	0.011640176	8793080
Q	1	396202	289728	0.042667207	9189282
Q	0	740637	631270	0.103057336	9929919
