seedfarm, max\_occ: 100
Q	60	34328	0	0.000000000	34328
Q	51	93	1	0.000029052	34421
Q	46	185	1	0.000057793	34606
Q	37	182	1	0.000086237	34788
Q	29	60	1	0.000114784	34848
Q	27	17	1	0.000143410	34865
Q	26	40	1	0.000171895	34905
Q	25	194	1	0.000199436	35099
Q	18	27	1	0.000227752	35126
Q	17	48	1	0.000255871	35174
Q	15	25	1	0.000284099	35199
Q	14	98	1	0.000311641	35297
Q	11	92	1	0.000339088	35389
Q	9	87	1	0.000366445	35476
Q	7	41	1	0.000394177	35517
Q	6	95	1	0.000421206	35612
Q	4	56	1	0.000448581	35668
Q	3	55	4	0.000559863	35723
Q	2	50	4	0.000670897	35773
Q	1	109	33	0.001588540	35882
Q	0	38	7	0.001781737	35920
