# GRCh38, k 16, w 10, b 26
100000	176
200000	87
300000	85
400000	89
500000	82
600000	94
700000	85
800000	83
900000	85
1000000	82
1100000	87
1200000	90
1300000	86
1400000	82
1500000	87
1600000	83
1700000	98
1800000	98
1900000	83
2000000	92
2100000	82
2200000	99
2300000	82
2400000	85
2500000	84
2600000	81
2700000	89
2800000	84
2900000	90
3000000	89
3100000	83
3200000	119
3300000	84
3400000	86
3500000	85
3600000	87
3700000	84
3800002	84
3900000	85
4000000	108
4100000	122
4200000	84
4300000	82
4400000	85
4500000	86
4600001	89
4700000	85
4800000	85
4900000	84
5000000	83
5100000	85
5200000	83
5300000	88
5400000	81
5500000	81
5600000	83
5700000	87
5800000	84
5900000	82
6000000	96
6100000	85
6200000	90
6300000	82
6400001	88
6500000	86
6600000	85
6700000	84
6800000	88
6900000	92
7000000	82
7100001	87
7200000	85
7300000	84
7400000	88
7500000	87
7600000	81
7700000	83
7800000	83
7900000	85
8000000	94
8100000	83
8200000	82
8300000	92
8400000	82
8500000	81
8600000	87
8700000	82
8800000	87
8900000	85
9000001	88
9100000	92
9200000	85
9300000	87
9400000	84
9500000	84
9600000	87
9700000	83
9800000	81
9900000	86
10000000	83
10100000	82
10200000	84
10300000	88
10400000	80
10500000	87
10600000	87
10700000	84
10800000	82
10900000	82
11000000	83
11100000	82
11200000	78
11300000	82
11400000	82
11500000	100
11600000	88
11700000	84
11800000	80
11900000	87
12000000	90
12100000	83
12200000	87
12300000	84
12400001	82
12500000	79
12600000	87
12700000	81
12800000	102
12900000	84
13000000	83
13100000	83
13200001	125
13300000	86
13400000	84
13500000	85
13600000	86
13700000	88
13800000	82
13900000	89
14000000	86
14100000	86
14200000	82
14300000	92
14400000	85
14500000	81
14600000	82
14700000	85
14800000	81
14900000	82
15000000	82
15100000	85
15200000	92
15300000	88
15400000	91
15500000	88
15600000	89
15700000	83
15800000	84
15900000	86
16000000	91
16100000	96
16200001	81
16300000	83
16400000	80
16500000	98
16600000	87
16700000	84
16800000	81
16900000	88
17000000	90
17100000	79
17200000	84
17300000	83
17400000	84
17500000	96
17600000	85
17700000	90
17800000	95
17900000	83
18000000	84
18100000	83
18200000	85
18300000	92
18400000	91
18500000	86
18600001	82
18700000	85
18800000	80
18900000	81
19000001	87
19100000	81
19200000	82
19300000	84
19400000	83
19500000	85
19600000	89
19700000	83
19800000	111
19900000	81
20000000	85
20100000	83
20200000	81
20300000	92
20400000	87
20500000	80
20600000	81
20700000	83
20800000	86
20900000	79
21000000	83
21100000	82
21200001	102
21300000	85
21400000	83
21500000	85
21600000	81
21700000	82
21800000	85
21900000	86
22000000	81
22100000	90
22200000	85
22300001	80
22400000	83
22500000	81
22600000	83
22700000	83
22800000	82
22900000	81
23000000	83
23100000	81
23200000	83
23300000	81
23400000	81
23500000	85
23600000	82
23700000	83
23800000	91
23900000	84
24000000	89
24100000	102
24200000	86
24300000	92
24400000	84
24500000	82
24600000	84
24700001	87
24800000	89
24900000	80
25000000	89
25100000	81
25200000	88
25300000	82
25400000	84
25500000	86
25600000	81
25700000	85
25800000	83
25900000	85
26000000	94
26100000	85
26200001	80
26300000	87
26400000	88
26500000	90
26600000	84
26700000	83
26800000	94
26900000	83
27000000	83
27100000	89
27200000	82
27300000	80
27400000	105
27500000	84
27600000	81
27700000	85
27800000	87
27900000	87
28000000	85
28100000	79
28200000	82
28300001	81
28400000	81
28500000	97
