16	16	2614	629
16	17	2319	590
16	18	2090	565
16	19	1895	542
16	20	1769	512
16	21	1582	495
16	22	1453	475
16	23	1352	460
16	24	1233	438
16	25	1145	424
16	26	1081	412
16	27	1012	403
16	28	949	387
16	29	880	374
16	30	814	368
