minimap2
Q	60	8576164	3	0.000000350	8576164
Q	58	17758	1	0.000000465	8593922
Q	57	17364	1	0.000000581	8611286
Q	56	16864	1	0.000000695	8628150
Q	55	17555	2	0.000000925	8645705
Q	54	16305	1	0.000001039	8662010
Q	53	17034	2	0.000001267	8679044
Q	52	16189	1	0.000001380	8695233
Q	51	16490	1	0.000001492	8711723
Q	50	15957	1	0.000001604	8727680
Q	49	16928	8	0.000002516	8744608
Q	48	16077	4	0.000002968	8760685
Q	47	15619	3	0.000003304	8776304
Q	46	15945	1	0.000003412	8792249
Q	45	15814	4	0.000003860	8808063
Q	44	16089	7	0.000004646	8824152
Q	43	15533	10	0.000005769	8839685
Q	42	15720	7	0.000006550	8855405
Q	41	15276	11	0.000007778	8870681
Q	40	15517	12	0.000009115	8886198
Q	39	15768	17	0.000011009	8901966
Q	38	15511	28	0.000014130	8917477
Q	37	15203	22	0.000016568	8932680
Q	36	15558	24	0.000019222	8948238
Q	35	15412	34	0.000022982	8963650
Q	34	15478	29	0.000026172	8979128
Q	33	15595	50	0.000031685	8994723
Q	32	15596	57	0.000037956	9010319
Q	31	15103	66	0.000045206	9025422
Q	30	15112	96	0.000055749	9040534
Q	29	15580	96	0.000066254	9056114
Q	28	14800	119	0.000079264	9070914
Q	27	15184	113	0.000091568	9086098
Q	26	15194	166	0.000109655	9101292
Q	25	15331	169	0.000128008	9116623
Q	24	15237	200	0.000149696	9131860
Q	23	15442	211	0.000172510	9147302
Q	22	15637	273	0.000202009	9162939
Q	21	15481	289	0.000233156	9178420
Q	20	15615	382	0.000274308	9194035
Q	19	16253	462	0.000323986	9210288
Q	18	16337	515	0.000379229	9226625
Q	17	16419	602	0.000443685	9243044
Q	16	16900	684	0.000516742	9259944
Q	15	16811	779	0.000599779	9276755
Q	14	16827	848	0.000689938	9293582
Q	13	16404	917	0.000787219	9309986
Q	12	17726	1249	0.000919625	9327712
Q	11	16620	1300	0.001057111	9344332
Q	10	16739	1590	0.001225073	9361071
Q	9	15074	1623	0.001396203	9376145
Q	8	14485	1745	0.001579873	9390630
Q	7	14158	2028	0.001793129	9404788
Q	6	12874	2381	0.002043501	9417662
Q	5	12458	2585	0.002314923	9430120
Q	4	12452	3060	0.002635934	9442572
Q	3	11466	3665	0.003020402	9454038
Q	2	10635	3961	0.003435512	9464673
Q	1	11087	4302	0.003885493	9475760
Q	0	521748	382818	0.041974060	9997508
