ILMN2
Q	60	3111691	0	0.000000000	3111691
Q	50	4519429	1	0.000000131	7631120
Q	23	320239	1	0.000000252	7951359
Q	21	12676	2	0.000000502	7964035
Q	20	16799	1	0.000000627	7980834
Q	19	228393	3	0.000000975	8209227
Q	17	21634	3	0.000001336	8230861
Q	16	173274	10	0.000002499	8404135
Q	15	10691	9	0.000003565	8414826
Q	14	24412	23	0.000006280	8439238
Q	13	131579	12	0.000007584	8570817
Q	12	11261	20	0.000009904	8582078
Q	11	28882	59	0.000016723	8610960
Q	10	109897	119	0.000030158	8720857
Q	9	63077	74	0.000038365	8783934
Q	8	75280	479	0.000092107	8859214
Q	7	94433	245	0.000118499	8953647
Q	6	17370	202	0.000140787	8971017
Q	5	75654	886	0.000237546	9046671
Q	4	73572	1618	0.000413037	9120243
Q	3	60717	3001	0.000737178	9180960
Q	2	80413	5690	0.001345157	9261373
Q	1	103950	22122	0.003692345	9365323
Q	0	588393	435078	0.047184187	9953716
