ILMN3
Q	60	3203421	1	0.000000312	3203421
Q	50	3657789	1	0.000000291	6861210
Q	32	899470	1	0.000000387	7760680
Q	23	309148	2	0.000000620	8069828
Q	21	17723	5	0.000001236	8087551
Q	20	22893	2	0.000001480	8110444
Q	19	203174	6	0.000002165	8313618
Q	18	13363	2	0.000002402	8326981
Q	17	29992	6	0.000003111	8356973
Q	16	157390	8	0.000003993	8514363
Q	15	13398	14	0.000005629	8527761
Q	14	32521	26	0.000008645	8560282
Q	13	132101	26	0.000011504	8692383
Q	12	13664	34	0.000015392	8706047
Q	11	36774	97	0.000026422	8742821
Q	10	107883	125	0.000040223	8850704
Q	9	52533	107	0.000052004	8903237
Q	8	74909	540	0.000111716	8978146
Q	7	81148	333	0.000147473	9059294
Q	6	23854	422	0.000193545	9083148
Q	5	79962	1218	0.000324781	9163110
Q	4	51204	1673	0.000504541	9214314
Q	3	63701	3685	0.000898252	9278015
Q	2	58632	5263	0.001456304	9336647
Q	1	90939	22069	0.003783153	9427586
Q	0	543818	402971	0.043989492	9971404
